127.0.0.1 - - [05/Feb/2014:11:04:40 +0100] "GET / HTTP/1.1" 200 18 "-" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:26.0) Gecko/20100101 Firefox/26.0"
127.0.0.1 - - [05/Feb/2014:11:04:40 +0100] "GET /favicon.ico HTTP/1.1" 200 18 "-" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:26.0) Gecko/20100101 Firefox/26.0"
127.0.0.1 - - [05/Feb/2014:11:04:40 +0100] "GET /favicon.ico HTTP/1.1" 200 18 "-" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:26.0) Gecko/20100101 Firefox/26.0"
127.0.0.1 - - [05/Feb/2014:11:27:14 +0100] "GET / HTTP/1.0" 200 18 "-" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:26.0) Gecko/20100101 Firefox/26.0"
127.0.0.1 - - [05/Feb/2014:11:27:18 +0100] "GET / HTTP/1.0" 200 18 "-" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:26.0) Gecko/20100101 Firefox/26.0"
127.0.0.1 - - [05/Feb/2014:11:27:20 +0100] "GET / HTTP/1.0" 200 18 "-" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:26.0) Gecko/20100101 Firefox/26.0"
127.0.0.1 - - [05/Feb/2014:11:27:21 +0100] "GET / HTTP/1.0" 200 18 "-" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:26.0) Gecko/20100101 Firefox/26.0"
127.0.0.1 - - [05/Feb/2014:11:27:22 +0100] "GET / HTTP/1.0" 200 18 "-" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:26.0) Gecko/20100101 Firefox/26.0"
127.0.0.1 - - [05/Feb/2014:11:27:23 +0100] "GET / HTTP/1.0" 200 18 "-" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:26.0) Gecko/20100101 Firefox/26.0"
127.0.0.1 - - [05/Feb/2014:11:27:24 +0100] "GET / HTTP/1.0" 200 18 "-" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:26.0) Gecko/20100101 Firefox/26.0"
127.0.0.1 - - [05/Feb/2014:11:27:26 +0100] "GET / HTTP/1.0" 200 18 "-" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:26.0) Gecko/20100101 Firefox/26.0"
127.0.0.1 - - [05/Feb/2014:11:27:28 +0100] "GET / HTTP/1.0" 200 18 "-" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:26.0) Gecko/20100101 Firefox/26.0"
127.0.0.1 - - [05/Feb/2014:11:32:01 +0100] "GET / HTTP/1.0" 200 18 "-" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:26.0) Gecko/20100101 Firefox/26.0"
127.0.0.1 - - [05/Feb/2014:11:32:03 +0100] "GET / HTTP/1.0" 200 18 "-" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:26.0) Gecko/20100101 Firefox/26.0"
127.0.0.1 - - [05/Feb/2014:11:32:04 +0100] "GET / HTTP/1.0" 200 18 "-" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:26.0) Gecko/20100101 Firefox/26.0"
127.0.0.1 - - [05/Feb/2014:11:32:05 +0100] "GET / HTTP/1.0" 200 18 "-" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:26.0) Gecko/20100101 Firefox/26.0"
127.0.0.1 - - [05/Feb/2014:11:32:06 +0100] "GET / HTTP/1.0" 200 18 "-" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:26.0) Gecko/20100101 Firefox/26.0"
127.0.0.1 - - [05/Feb/2014:11:32:06 +0100] "GET / HTTP/1.0" 200 18 "-" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:26.0) Gecko/20100101 Firefox/26.0"
127.0.0.1 - - [05/Feb/2014:11:32:07 +0100] "GET / HTTP/1.0" 200 18 "-" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:26.0) Gecko/20100101 Firefox/26.0"
127.0.0.1 - - [05/Feb/2014:11:32:09 +0100] "GET / HTTP/1.0" 200 18 "-" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:26.0) Gecko/20100101 Firefox/26.0"
127.0.0.1 - - [05/Feb/2014:11:32:09 +0100] "GET / HTTP/1.0" 200 18 "-" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:26.0) Gecko/20100101 Firefox/26.0"
127.0.0.1 - - [05/Feb/2014:11:32:10 +0100] "GET / HTTP/1.0" 200 18 "-" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:26.0) Gecko/20100101 Firefox/26.0"
127.0.0.1 - - [05/Feb/2014:12:00:13 +0100] "GET / HTTP/1.0" 200 18 "-" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:26.0) Gecko/20100101 Firefox/26.0"
127.0.0.1 - - [05/Feb/2014:12:00:16 +0100] "GET / HTTP/1.0" 200 18 "-" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:26.0) Gecko/20100101 Firefox/26.0"
127.0.0.1 - - [05/Feb/2014:12:00:17 +0100] "GET / HTTP/1.0" 200 18 "-" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:26.0) Gecko/20100101 Firefox/26.0"
127.0.0.1 - - [05/Feb/2014:12:00:18 +0100] "GET / HTTP/1.0" 200 18 "-" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:26.0) Gecko/20100101 Firefox/26.0"
127.0.0.1 - - [05/Feb/2014:12:00:19 +0100] "GET / HTTP/1.0" 200 18 "-" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:26.0) Gecko/20100101 Firefox/26.0"
127.0.0.1 - - [05/Feb/2014:12:00:20 +0100] "GET / HTTP/1.0" 200 18 "-" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:26.0) Gecko/20100101 Firefox/26.0"
